Name,DG_Year,DG_Amount,Publications_6Yrs,Citations_6Yrs
"Capretz, Miriam",2011,20000.0,38,380
"Capretz, Miriam",2008,16000.0,9,50
"Carette, Jacques",2016,22000.0,32,162
"Carette, Jacques",2015,22000.0,29,148
"Carette, Jacques",2014,22000.0,30,161
"Carette, Jacques",2013,22000.0,35,471
"Carette, Jacques",2012,22000.0,37,490
"Carette, Jacques",2018,28000.0,31,293
"Carette, Jacques",2020,28000.0,40,333
"Carette, Jacques",2019,28000.0,36,333
"Carette, Jacques",2021,28000.0,47,348
"Carette, Jacques",2022,56000.0,45,333
"Chalin, Patrice",2008,23000.0,22,711
"Chalin, Patrice",2011,3230.0,40,945
"Chalin, Patrice",2009,23000.0,31,835
"Chalin, Patrice",2010,23000.0,36,882
"Chan, Sonny",2018,18000.0,21,436
"Chan, Sonny",2016,18000.0,15,287
"Chan, Sonny",2015,18000.0,16,320
"Chan, Sonny",2017,18000.0,18,333
"Chan, Timothy",2016,46000.0,132,36930
"Chan, Timothy",2017,27237.0,157,42942
"Chang, Angel",2020,40000.0,217,6
"Chang, Angel",2021,40000.0,203,5
"Chang, Angel",2022,40000.0,158,12
"Chang, Angel",2023,40000.0,118,11
"Chechik, Marsha",2010,43000.0,58,2219
"Chechik, Marsha",2011,43000.0,64,2082
"Chechik, Marsha",2012,43000.0,63,2000
"Chechik, Marsha",2014,43000.0,80,2375
"Chechik, Marsha",2017,50000.0,90,2532
"Chechik, Marsha",2015,50000.0,74,2297
"Chechik, Marsha",2013,43000.0,75,2596
"Chechik, Marsha",2016,50000.0,85,2442
"Chechik, Marsha",2018,50000.0,101,2634
"Chechik, Marsha",2019,50000.0,91,1822
"Chechik, Marsha",2021,50000.0,83,1151
"Chechik, Marsha",2020,50000.0,88,1376
"Chen, Bingshu",2021,18000.0,91,1811
"Chen, Bingshu",2019,18000.0,81,2225
"Chen, Bingshu",2020,18000.0,88,2555
"Chen, Bingshu",2023,18000.0,82,1111
"Chen, Bingshu",2022,18000.0,91,1016
"Chen, Tse-Hsun",2023,46000.0,44,1107
"Chen, TseHsun",2020,33000.0,26,1123
"Chen, TseHsun",2021,33000.0,29,1103
"Chen, TseHsun",2022,33000.0,41,1321
"Chen, TseHsun",2019,33000.0,21,931
"Chen, TseHsun",2018,33000.0,18,895
"Chen, Wenhu",2023,41000.0,40,4967
"Chen, Yangjun",2023,29000.0,17,32
"Chen, Yangjun",2022,29000.0,20,44
"Cheng, Jinghui",2018,28000.0,23,512
"Cheng, Jinghui",2021,28000.0,30,720
"Cheng, Jinghui",2020,28000.0,27,688
"Cheng, Jinghui",2019,28000.0,25,508
"Cheng, Jinghui",2022,28000.0,30,715
"Cheng, Jinghui",2023,56000.0,30,654
"Cheshmi, Kazem",2023,36000.0,17,170
"Chiasson, Sonia",2017,34000.0,51,2248
"Chiasson, Sonia",2018,34000.0,57,2335
"Chiasson, Sonia",2019,34000.0,56,1545
"Chiasson, Sonia",2020,34000.0,57,1476
"Chiasson, Sonia",2022,34000.0,51,1202
"Chiasson, Sonia",2023,52000.0,48,908
"Chiasson, Sonia",2021,34000.0,53,1498
"Chignell, Mark",2022,56000.0,94,850
"Chignell, Mark",2021,28000.0,85,744
"Chignell, Mark",2019,28000.0,80,792
"Chignell, Mark",2020,28000.0,81,788
"Chignell, Mark",2018,28000.0,76,736
"Chindelevitch, Leonid",2020,30965.0,33,978
"Chindelevitch, Leonid",2018,31000.0,23,1068
"Chindelevitch, Leonid",2019,31000.0,29,1030
"Chindelevitch, Leonid",2017,31000.0,19,707
"Chindelevitch, Leonid",2016,31000.0,17,686
"Chiricota, Yves",2008,18000.0,9,386
"Chiricota, Yves",2010,18000.0,8,68
"Christara, Christina",2021,24000.0,8,35
"Christara, Christina",2022,24000.0,8,28
"Christara, Christina",2023,24000.0,9,31
"Churchill, David",2020,20000.0,41,1653
"Churchill, David",2018,20000.0,47,1809
"Churchill, David",2017,20000.0,47,2544
"Churchill, David",2021,20000.0,37,1043
"Churchill, David",2022,20000.0,46,985
"Churchill, David",2023,20000.0,46,883
"Cinelli, Michael",2023,28000.0,38,141
"Cinelli, Michael",2020,28000.0,53,516
"Cinelli, Michael",2019,28000.0,54,608
"Cinelli, Michael",2021,28000.0,48,241
"Cinelli, Michael",2022,28000.0,46,190
"Clarke, Charles",2011,34000.0,63,5129
"Clarke, Charles",2010,34000.0,64,4408
"Clarke, Charles",2017,50000.0,89,1548
"Clarke, Charles",2018,50000.0,86,1420
"Clarke, Charles",2020,50000.0,63,716
"Clarke, Charles",2021,50000.0,61,770
"Clarke, Charles",2014,34000.0,68,4722
"Clarke, Charles",2013,34000.0,64,4950
"Clarke, Charles",2016,50000.0,77,2496
"Clarke, Charles",2015,50000.0,71,3655
"Clarke, Charles",2012,34000.0,63,5093
"Coady, Monica",2021,35000.0,0,0
"Coady, Monica",2022,35000.0,0,0
"Coady, Monica",2023,35000.0,0,0
"Coady, Monica",2019,29000.0,0,0
"Coady, Monica",2018,29000.0,0,0
"Coady, Yvonne",2013,20000.0,63,644
"Coady, Yvonne",2011,20000.0,58,634
"Coady, Yvonne",2010,20000.0,58,371
"Coady, Yvonne",2014,20000.0,58,620
"Coady, Yvonne",2008,21700.0,37,421
"Coady, Yvonne",2009,15000.0,44,406
"Coady, Yvonne",2012,20000.0,63,628
"Cockett, James",2017,26000.0,0,0
"Cockett, James",2014,26000.0,0,0
"Cockett, James",2015,26000.0,0,0
"Cockett, James",2016,26000.0,0,0
"Cockett, Robin",2018,26000.0,14,230
"Cockett, Robin",2012,50000.0,13,310
"Cockett, Robin",2013,50000.0,12,237
"Cockett, Robin",2008,36000.0,13,437
"Cockett, Robin",2010,50000.0,11,279
"Cockett, Robin",2011,50000.0,13,290
"Cockett, Robin",2009,50000.0,11,239
"Codabux, Zadia",2022,24000.0,8,89
"Codabux, Zadia",2021,24000.0,7,66
"Codabux, Zadia",2023,24000.0,17,109
"Cohen, Eldan",2023,29000.0,15,150
"Cohen, Eldan",2022,29000.0,15,150
"Coleman, Thomas",2019,34000.0,35,338
"Coleman, Thomas",2020,34000.0,29,256
"Coleman, Thomas",2018,34000.0,35,297
"Coleman, Thomas",2017,34000.0,36,296
"Collins, Christopher",2021,48000.0,22,519
"Collins, Christopher",2023,48000.0,21,269
"Collins, Christopher",2022,48000.0,25,521
"Conati, Cristina",2009,22000.0,41,1896
"Conati, Cristina",2008,22000.0,44,3098
"Constantinides, Constantinos",2008,14000.0,28,454
"Cook, Stephen",2017,96000.0,53,2708
"Cook, Stephen",2016,96000.0,55,2786
"Cook, Stephen",2013,96000.0,39,1593
"Cook, Stephen",2015,96000.0,53,2574
"Cook, Stephen",2014,96000.0,51,2111
"Cook, Stephen",2012,96000.0,34,1038
"Cook, Stephen",2008,96000.0,27,615
"Cook, Stephen",2009,96000.0,29,667
"Cook, Stephen",2010,96000.0,30,1007
"Cook, Stephen",2011,96000.0,33,1056
"Cordy, James",2011,48000.0,93,4830
"Cordy, James",2008,48000.0,79,3734
"Cordy, James",2009,48000.0,84,4284
"Cordy, James",2010,48000.0,91,5209
"Cordy, James",2014,42000.0,87,4016
"Cordy, James",2013,42000.0,82,4695
"Cordy, James",2012,42000.0,87,5015
"Cordy, James",2015,42000.0,86,3152
"Cordy, James",2016,42000.0,83,1829
"Cordy, James",2020,48000.0,49,722
"Cordy, James",2019,48000.0,62,1084
"Cordy, James",2018,48000.0,70,1300
"Cordy, James",2017,42000.0,76,1632
"Cordy, James",2021,48000.0,40,552
"Cordy, James",2022,48000.0,27,365
"Corless, Robert",2008,39000.0,42,886
"Corless, Robert",2009,39000.0,40,963
"CostaSousa, Mario",2009,26000.0,0,0
"CostaSousa, Mario",2010,26000.0,13,23
"CostaSousa, Mario",2008,26000.0,0,0
"Crowley, Mark",2018,28000.0,9,116
"Crowley, Mark",2022,28000.0,80,1716
"Crowley, Mark",2023,28000.0,83,1715
"Crowley, Mark",2019,28000.0,13,173
"Crowley, Mark",2020,28000.0,33,758
"Crowley, Mark",2021,28000.0,60,1513
"Csuros, Miklos",2014,24000.0,7,473
"Csuros, Miklos",2012,24000.0,3,24
"Csuros, Miklos",2013,24000.0,5,358
"Csuros, Miklos",2011,24000.0,4,42
"Culberson, Joseph",2008,34000.0,13,190
"Culberson, Joseph",2009,34000.0,13,248
"Culberson, Joseph",2010,34000.0,12,229
"Czarnecki, Krzysztof",2015,42000.0,113,5894
"Czarnecki, Krzysztof",2012,42000.0,63,5001
"Czarnecki, Krzysztof",2016,42000.0,126,6123
"Czarnecki, Krzysztof",2013,42000.0,80,4331
"Czarnecki, Krzysztof",2014,42000.0,93,5319
"Dagenais, Michel",2008,15000.0,12,282
"Dagenais, Michel",2009,15000.0,11,297
"Dagenais, Michel",2010,15000.0,13,318
"Dagenais, Michel",2011,15000.0,22,458
"Dahl, Veronica",2020,23000.0,17,67
"Dahl, Veronica",2018,23000.0,20,78
"Dahl, Veronica",2019,23000.0,20,75
"Dahl, Veronica",2022,46000.0,12,46
"Dahl, Veronica",2021,23000.0,15,59
"Damian, Daniela",2023,59000.0,69,14
"Das, Olivia",2008,17500.0,12,41
"Daudjee, Khuzaima",2021,48000.0,30,714
"Daudjee, Khuzaima",2022,48000.0,26,315
"Daudjee, Khuzaima",2019,48000.0,30,1174
"Daudjee, Khuzaima",2020,48000.0,28,1149
"Daudjee, Khuzaima",2023,48000.0,26,329
"Dautenhahn, Kerstin",2023,48000.0,112,1526
"Dautenhahn, Kerstin",2022,48000.0,88,1464
"Dautenhahn, Kerstin",2020,48000.0,89,2595
"Dautenhahn, Kerstin",2019,48000.0,114,4976
"Dautenhahn, Kerstin",2021,48000.0,90,2101
"Dawson, Michael",2011,24745.0,52,4807
"Dawson, Michael",2010,24745.0,47,5471
"Dawson, Michael",2008,24745.0,49,6842
"Dawson, Michael",2009,24745.0,48,6863
"Day, Nancy",2022,62000.0,31,834
"Day, Nancy",2021,31000.0,36,1000
"Day, Nancy",2014,25000.0,30,1781
"Day, Nancy",2011,25000.0,31,2195
"Day, Nancy",2009,27000.0,34,2396
"Day, Nancy",2008,27000.0,35,2675
"Day, Nancy",2013,25000.0,30,1619
"Day, Nancy",2012,25000.0,30,2049
"Day, Nancy",2019,31000.0,39,1101
"Day, Nancy",2020,31000.0,35,1011
"Day, Nancy",2018,31000.0,40,1236
"Day, Nancy",2017,31000.0,38,1434
"Day, Nancy",2010,25000.0,35,2650
"Dayan, Niv",2023,46000.0,18,967
"Debbabi, Mourad",2009,32500.0,91,1305
"Debbabi, Mourad",2008,32500.0,62,743
"Debbabi, Mourad",2010,32500.0,107,1755
"Debbabi, Mourad",2011,32500.0,134,2769
"Debbabi, Mourad",2013,34000.0,126,2774
"Debbabi, Mourad",2012,34000.0,129,2791
"Debbabi, Mourad",2015,34000.0,122,3616
"Debbabi, Mourad",2014,34000.0,127,3002
"Debbabi, Mourad",2018,50000.0,124,3326
"Debbabi, Mourad",2017,50000.0,115,3045
"Debbabi, Mourad",2019,50000.0,129,3914
"Debbabi, Mourad",2021,50000.0,140,2679
"Debbabi, Mourad",2016,34000.0,131,3692
"Debbabi, Mourad",2020,50000.0,132,3620
"Debbabi, Mourad",2023,59000.0,130,2092
"Debbabi, Mourad",2022,50000.0,129,2348
"Dehne, Frank",2011,49000.0,61,1249
"Dehne, Frank",2009,43000.0,63,1475
"Dehne, Frank",2008,43000.0,58,1430
"Dehne, Frank",2013,49000.0,43,825
"Dehne, Frank",2014,49000.0,42,819
"Dehne, Frank",2010,25000.0,59,1168
"Dehne, Frank",2022,28000.0,23,329
"Dehne, Frank",2019,28000.0,32,395
"Dehne, Frank",2020,28000.0,28,379
"Dehne, Frank",2018,28000.0,29,432
"Dehne, Frank",2017,49000.0,31,471
"Dehne, Frank",2012,49000.0,56,1247
"DeLara, Eyal",2008,25000.0,44,3432
"DeLara, Eyal",2010,25000.0,50,3679
"DeLara, Eyal",2021,100000.0,35,687
"DeLara, Eyal",2020,50000.0,28,632
"DeLara, Eyal",2019,50000.0,28,452
"DeLara, Eyal",2009,25000.0,48,3561
"deLara, Eyal",2014,34000.0,26,774
"deLara, Eyal",2013,34000.0,38,2130
"deLara, Eyal",2012,34000.0,50,2940
"deLara, Eyal",2017,50000.0,20,414
"deLara, Eyal",2015,34000.0,22,655
"deLara, Eyal",2016,34000.0,23,695
"deLara, Eyal",2018,50000.0,23,401
"deLara, Eyal",2011,25000.0,50,3640
"deLara, Eyal",2022,20000.0,36,563
"Delgrande, James",2008,33000.0,54,653
"Delgrande, James",2009,33000.0,55,774
"Delgrande, James",2010,33000.0,60,741
"Delgrande, James",2011,33000.0,49,552
"Demeler, Borries",2020,50000.0,69,1633
"Demeler, Borries",2022,50000.0,66,1084
"Demeler, Borries",2021,50000.0,74,1325
"Demeler, Borries",2023,50000.0,63,688
"DemkeBrown, Angela",2011,25000.0,11,360
"DemkeBrown, Angela",2008,25000.0,10,332
"DemkeBrown, Angela",2010,25000.0,10,332
"DemkeBrown, Angela",2016,28000.0,26,500
"DemkeBrown, Angela",2015,28000.0,21,466
"DemkeBrown, Angela",2013,28000.0,15,490
"DemkeBrown, Angela",2014,28000.0,16,362
"DemkeBrown, Angela",2012,28000.0,11,368
"DemkeBrown, Angela",2009,25000.0,10,332
"Denzinger, Jörg",2010,20000.0,56,641
"Denzinger, Jörg",2011,20000.0,54,644
"Denzinger, Jörg",2009,19000.0,52,561
"Denzinger, Jörg",2012,20000.0,51,614
"Denzinger, Jörg",2008,19000.0,40,452
"Denzinger, Jörg",2013,20000.0,46,484
"Denzinger, Jörg",2018,20000.0,25,233
"Denzinger, Jörg",2017,20000.0,29,283
"Denzinger, Jörg",2015,20000.0,41,362
"Denzinger, Jörg",2019,20000.0,21,203
"Denzinger, Jörg",2020,20000.0,18,168
"Denzinger, Jörg",2021,40000.0,14,140
"Derpanis, Konstantinos",2022,34000.0,39,3221
"Derpanis, Konstantinos",2023,68000.0,45,2144
"Derpanis, Konstantinos",2021,34000.0,32,3715
"Derpanis, Konstantinos",2019,34000.0,23,3790
"Derpanis, Konstantinos",2020,34000.0,26,3690
"Desrosiers, Jacques",2018,20000.0,13,103
"Desrosiers, Jacques",2017,20000.0,18,287
"Desrosiers, Jacques",2016,20000.0,22,610
"Desrosiers, Jacques",2014,20000.0,24,644
"Desrosiers, Jacques",2015,20000.0,22,653
"Deters, Ralph",2014,20000.0,56,629
"Deters, Ralph",2013,20000.0,43,502
"Deters, Ralph",2008,19000.0,40,657
"Deters, Ralph",2009,19000.0,40,509
"Deters, Ralph",2010,20000.0,43,441
"Deters, Ralph",2012,20000.0,36,426
"Deters, Ralph",2011,20000.0,36,475
"Deugo, Dwight",2014,15000.0,3,20
"Deugo, Dwight",2013,15000.0,3,20
"Deugo, Dwight",2008,20700.0,17,112
"Deugo, Dwight",2011,15000.0,7,21
"Deugo, Dwight",2012,15000.0,4,21
"Deugo, Dwight",2010,15000.0,11,88
"Devroye, Luc",2009,85000.0,38,1385
"Devroye, Luc",2008,85000.0,46,967
"Devroye, Luc",2010,85000.0,44,1627
"Deza, Antoine",2009,24000.0,19,158
"Deza, Antoine",2008,24000.0,16,139
"Diallo, Abdoulaye Baniré",2023,23000.0,29,135
"Diallo, AbdoulayeBaniré",2019,23000.0,30,254
"Diallo, AbdoulayeBaniré",2017,23000.0,27,279
"Diallo, AbdoulayeBaniré",2022,23000.0,30,173
"Diallo, AbdoulayeBaniré",2012,25000.0,14,159
"Diallo, AbdoulayeBaniré",2013,25000.0,12,189
"Diallo, AbdoulayeBaniré",2018,23000.0,27,291
"Diallo, AbdoulayeBaniré",2020,23000.0,31,215
"Diallo, AbdoulayeBaniré",2014,25000.0,13,213
"Diallo, AbdoulayeBaniré",2011,25000.0,11,139
"Diallo, AbdoulayeBaniré",2010,20000.0,10,112
"Diallo, AbdoulayeBaniré",2021,23000.0,35,247
"Dick, Scott",2008,17000.0,14,605
"Dick, Scott",2009,17000.0,17,643
"Dick, Scott",2010,17000.0,23,796
"Dick, Scott",2011,17000.0,26,951
"Dietl, Werner",2017,25000.0,13,1296
"Dietl, Werner",2018,25000.0,10,377
"Dietl, Werner",2019,25000.0,7,151
"Dietl, Werner",2022,24000.0,5,27
"Dietl, Werner",2023,24000.0,5,27
"Dietl, Werner",2020,24000.0,4,104
"Dietl, Werner",2021,24000.0,5,114
"Dietl, Werner",2014,25000.0,16,1277
"Dietl, Werner",2015,25000.0,14,1239
"Dietl, Werner",2016,25000.0,13,1296
"Dimitrov, Vassil",2018,25000.0,29,401
"Dimitrov, Vassil",2016,25000.0,28,469
"Dimitrov, Vassil",2015,25000.0,25,386
"Dimitrov, Vassil",2017,25000.0,29,485
"Dimitrov, Vassil",2014,25000.0,30,402
"Dingel, Juergen",2020,48000.0,17,233
"Dingel, Juergen",2021,48000.0,18,192
"Dingel, Juergen",2022,48000.0,17,188
"Dingel, Juergen",2023,48000.0,15,187
"Dingel, Juergen",2017,36000.0,14,110
"Dingel, Juergen",2018,36000.0,10,86
"Dingel, Juergen",2019,36000.0,12,203
"Dingel, Juergen",2015,36000.0,13,112
"Dingel, Juergen",2010,35000.0,14,118
"Dingel, Juergen",2012,35000.0,15,100
"Dingel, Juergen",2011,35000.0,13,117
"Dingel, Juergen",2009,35000.0,16,120
"Dingel, Juergen",2014,35000.0,13,54
"Dingel, Juergen",2013,35000.0,12,53
"Dingel, Juergen",2016,36000.0,14,116
"Dipaola, Stephen",2019,23000.0,48,381
"DiPaola, Steve",2009,13000.0,0,0
"DiPaola, Steve",2010,13000.0,0,0
"DiPaola, Steve",2008,13000.0,0,0
"Djeumou Fomeni, Franklin",2023,26000.0,9,114
"DjeumouFomeni, Franklin",2022,26000.0,10,114
"DjeumouFomeni, Franklin",2021,26000.0,11,118
"Doedel, Eusebius",2014,42000.0,16,471
"Doedel, Eusebius",2015,42000.0,19,461
"Doedel, Eusebius",2012,42000.0,18,669
"Doedel, Eusebius",2013,42000.0,21,856
"Doedel, Eusebius",2018,42000.0,20,357
"Douville, Renée",2022,31000.0,14,253
"Douville, Renée",2020,31000.0,14,300
"Douville, Renée",2016,31000.0,15,864
"Douville, Renée",2017,31000.0,15,655
"Douville, Renée",2018,31000.0,12,397
"Douville, Renée",2019,31000.0,15,417
"Douville, Renée",2021,31000.0,15,297
"Douville, Renée",2023,31000.0,14,147
"Drangova, Maria",2021,82000.0,58,775
"Drangova, Maria",2018,41000.0,82,1330
"Drangova, Maria",2019,41000.0,69,1119
"Drangova, Maria",2017,41000.0,89,1514
"Drangova, Maria",2016,41000.0,90,1404
"Drummond, Christopher",2009,14000.0,0,0
"Drummond, Christopher",2008,14000.0,0,0
"Drummond, Christopher",2011,14000.0,89,1015
"Drummond, Christopher",2010,14000.0,1,5
"Dssouli, Rachida",2019,28000.0,37,598
"Dssouli, Rachida",2018,28000.0,40,642
"Dssouli, Rachida",2022,28000.0,25,400
"Dssouli, Rachida",2023,28000.0,21,328
"Dssouli, Rachida",2020,28000.0,33,534
"Dssouli, Rachida",2021,28000.0,30,461
"Du, Weichang",2014,15000.0,40,328
"Du, Weichang",2011,15000.0,26,182
"Du, Weichang",2012,15000.0,31,246
"Du, Weichang",2013,15000.0,35,278
"Du, Weichang",2008,15000.0,11,59
"Du, Weichang",2009,15000.0,16,136
"Du, Weichang",2010,15000.0,21,178
"Dudek, Gregory",2019,41000.0,74,1235
"Dudek, Gregory",2020,41000.0,70,1225
"Dudek, Gregory",2010,61000.0,85,2706
"Dudek, Gregory",2011,61000.0,86,2458
"Dudek, Gregory",2009,61000.0,79,2654
"Dudek, Gregory",2008,61000.0,75,2662
"Dudek, Gregory",2013,30000.0,81,1874
"Dudek, Gregory",2012,61000.0,86,1928
"Dudek, Gregory",2023,82000.0,44,717
"Dudek, Gregory",2021,41000.0,63,1167
"Dudek, Gregory",2022,41000.0,58,877
"Dunfield, Jana",2020,33000.0,10,112
"Dunfield, Jana",2023,33000.0,4,64
"Dunfield, Jana",2022,33000.0,8,106
"Dunfield, Jana",2021,33000.0,10,112
"Dunfield, Joshua",2018,33000.0,10,123
"Dutchyn, Christopher",2008,20500.0,8,355
"Dutchyn, Christopher",2012,14000.0,4,25
"Dutchyn, Christopher",2011,20500.0,4,16
"Dutchyn, Christopher",2009,20500.0,5,250
"Dutchyn, Christopher",2013,14000.0,6,32
"Dutchyn, Christopher",2016,14000.0,5,23
"Dutchyn, Christopher",2015,14000.0,5,20
"Dutchyn, Christopher",2014,14000.0,4,16
"Dutchyn, Christopher",2010,20500.0,5,46
"Dymond, Patrick",2011,15000.0,11,46
"Dymond, Patrick",2010,15000.0,11,42
"Dymond, Patrick",2012,15000.0,13,56
"Eberly, Wayne",2011,27000.0,7,109
"Eberly, Wayne",2010,27000.0,8,134
"Eberly, Wayne",2013,27000.0,3,44
"Eberly, Wayne",2008,27000.0,10,231
"Eberly, Wayne",2009,27000.0,8,142
"Eck, Douglas",2010,7167.0,36,1490
"Edmonds, Jeffrey",2022,23000.0,6,28
"Edmonds, Jeffrey",2020,23000.0,8,28
"Edmonds, Jeffrey",2023,23000.0,4,18
"Edmonds, Jeffrey",2021,23000.0,6,28
"Edmonds, Jeffrey",2019,23000.0,8,28
"Egli, Richard",2008,14000.0,6,156
"Egli, Richard",2009,14000.0,6,189
"El Emam, Khaled",2023,24000.0,19,134
"El Hallaoui, Issmail",2023,43000.0,14,51
"ElBoussaidi, Ghizlane",2016,22000.0,16,484
"ElBoussaidi, Ghizlane",2017,22000.0,19,315
"ElBoussaidi, Ghizlane",2018,22000.0,18,276
"ElBoussaidi, Ghizlane",2019,22000.0,24,287
"ElBoussaidi, Ghizlane",2021,22000.0,29,251
"ElBoussaidi, Ghizlane",2020,22000.0,26,256
"ElEmam, Khaled",2022,24000.0,17,139
"Elgazzar, Khalid",2023,23000.0,59,743
"Elgazzar, Khalid",2021,23000.0,37,640
"Elgazzar, Khalid",2020,23000.0,37,596
"Elgazzar, Khalid",2019,23000.0,34,392
"Elgazzar, Khalid",2022,23000.0,48,741
"ElHallaoui, Issmail",2022,43000.0,14,51
"ElHallaoui, Issmail",2019,43000.0,10,15
"ElHallaoui, Issmail",2020,43000.0,13,25
"ElHallaoui, Issmail",2021,43000.0,13,25
"ElHallaoui, Issmail",2018,43000.0,5,11
"Ellen, Faith",2011,34000.0,19,523
"Ellen, Faith",2010,34000.0,21,341
"Ellen, Faith",2012,34000.0,14,381
"Ellen, Faith",2014,34000.0,19,554
"Ellen, Faith",2013,34000.0,14,422
"Ellen, Faith",2016,50000.0,27,899
"Ellen, Faith",2015,50000.0,24,790
"Ellen, Faith",2018,50000.0,32,709
"Ellen, Faith",2017,50000.0,31,684
"Ellen, Faith",2019,50000.0,31,619
"Ellis, Randy",2016,42000.0,57,572
"Ellis, Randy",2012,42000.0,61,1069
"Ellis, Randy",2015,42000.0,55,578
"Ellis, Randy",2014,42000.0,57,637
"Ellis, Randy",2010,46000.0,68,1406
"Ellis, Randy",2013,42000.0,57,651
"Ellis, Randy",2009,46000.0,71,1825
"Ellis, Randy",2008,46000.0,63,1774
"Ellis, Randy",2011,46000.0,67,1393
"Ellis, Randy",2017,42000.0,55,446
"ElSakka, Mahmoud",2014,24000.0,12,52
"ElSakka, Mahmoud",2011,24000.0,17,223
"ElSakka, Mahmoud",2015,24000.0,13,61
"ElSakka, Mahmoud",2013,24000.0,13,110
"ElSakka, Mahmoud",2012,24000.0,12,110
"EnNouaary, Abdeslam",2008,18000.0,12,230
"EnNouaary, Abdeslam",2009,18000.0,19,156
"Enright, Wayne",2011,20000.0,13,213
"Enright, Wayne",2012,20000.0,11,177
"Enright, Wayne",2008,52000.0,13,252
"Enright, Wayne",2019,26000.0,5,59
"Enright, Wayne",2020,26000.0,3,39
"Enright, Wayne",2017,26000.0,9,97
"Enright, Wayne",2016,26000.0,11,134
"Enright, Wayne",2018,26000.0,8,82
"Enright, Wayne",2021,26000.0,2,14
"Enright, Wayne",2013,20000.0,11,187
"Enright, Wayne",2015,20000.0,11,134
"Enright, Wayne",2014,20000.0,12,114
"Enright, Wayne",2009,52000.0,14,251
"Enright, Wayne",2010,52000.0,12,211
"Eramian, Mark",2023,24000.0,17,511
"Eramian, Mark",2022,24000.0,17,624
"Eramian, Mark",2021,24000.0,18,657
"Ernst, Neil",2022,23000.0,35,515
"Ernst, Neil",2021,23000.0,34,771
"Ernst, Neil",2020,23000.0,38,838
"Ernst, Neil",2019,23000.0,34,728
"Ernst, Neil",2018,23000.0,34,868
"Esfandiari, Babak",2012,14000.0,38,436
"Esfandiari, Babak",2011,14000.0,38,608
"Esfandiari, Babak",2013,14000.0,37,419
"Esfandiari, Babak",2014,14000.0,35,410
"Esfandiari, Babak",2015,14000.0,30,270
"Esfandiari, Babak",2023,36000.0,22,46
"Eskicioglu, MehmetRasit",2008,16000.0,11,95
"Eskicioglu, MehmetRasit",2009,16000.0,11,114
"Ester, Martin",2023,59000.0,65,3321
"Ezzati Jivan, Naser",2023,24000.0,37,201
"EzzatiJivan, Naser",2021,24000.0,25,203
"EzzatiJivan, Naser",2022,24000.0,34,213
"Famelis, Michail",2022,40000.0,1,6
"Famelis, Michail",2021,20000.0,1,6
"Famelis, Michail",2020,20000.0,1,6
"Famelis, Michail",2019,20000.0,1,6
"Famelis, Michail",2018,20000.0,1,6
"Famelis, Michail",2017,20000.0,1,6
"Fang, Zhenman",2021,33000.0,38,1389
"Fang, Zhenman",2022,33000.0,45,1440
"Fang, Zhenman",2023,33000.0,49,1162
"Fang, Zhenman",2020,33000.0,33,1355
"Far, Behrouz",2011,39200.0,79,764
"Far, Behrouz",2008,17000.0,90,926
"Far, Behrouz",2012,39200.0,72,597
"Far, Behrouz",2013,39200.0,73,667
"Far, Behrouz",2014,39200.0,75,736
"Far, Behrouz",2015,39200.0,78,864
"Farahmand, Amir-massoud",2023,29000.0,21,332
"Farmer, William",2019,18000.0,40,1350
"Farmer, William",2018,18000.0,38,1341
"Farmer, William",2017,18000.0,33,1091
"Farmer, William",2016,18000.0,29,952
"Farmer, William",2015,18000.0,20,280
"Farmer, William",2008,23000.0,5,159
"Farmer, William",2010,31000.0,4,150
"Farmer, William",2011,31000.0,7,210
"Farmer, William",2014,31000.0,12,139
"Farmer, William",2009,23000.0,4,147
"Farmer, William",2012,31000.0,8,164
"Farmer, William",2013,31000.0,10,200
"Farzan, Azadeh",2023,48000.0,22,239
"Farzan, Azadeh",2021,48000.0,22,334
"Farzan, Azadeh",2020,48000.0,25,384
"Farzan, Azadeh",2017,39000.0,23,447
"Farzan, Azadeh",2019,39000.0,23,430
"Farzan, Azadeh",2009,29000.0,13,466
"Farzan, Azadeh",2013,34000.0,22,644
"Farzan, Azadeh",2015,39000.0,24,634
"Farzan, Azadeh",2014,39000.0,23,729
"Farzan, Azadeh",2016,39000.0,24,586
"Farzan, Azadeh",2011,34000.0,20,653
"Farzan, Azadeh",2012,34000.0,21,653
"Farzan, Azadeh",2010,29000.0,18,622
"Farzan, Azadeh",2022,48000.0,20,252
"Fedorova, Alexandra",2015,14548.0,13,92
"Fedorova, Alexandra",2014,22000.0,14,97
"Fedorova, Alexandra",2013,22000.0,12,111
"Fedorova, Alexandra",2012,22000.0,12,121
"Fedorova, Alexandra",2015,7451.0,13,92
"Fedorova, Alexandra",2016,22000.0,11,78
"Feeley, Marc",2016,38000.0,16,108
"Feeley, Marc",2018,38000.0,14,96
"Feeley, Marc",2019,38000.0,15,96
"Feeley, Marc",2020,38000.0,15,108
"Feeley, Marc",2022,29000.0,8,29
"Feeley, Marc",2023,29000.0,9,29
"Feeley, Marc",2021,38000.0,11,57
"Feeley, Marc",2013,43000.0,13,91
"Feeley, Marc",2012,43000.0,14,103
"Feeley, Marc",2017,38000.0,14,106
"Feeley, Marc",2011,43000.0,14,105
