Name,DG_Year,DG_Amount,Publications_6Yrs,Citations_6Yrs
"Feeley, Marc",2010,43000.0,13,113
"Feeley, Marc",2009,34000.0,15,132
"Feeley, Marc",2008,34000.0,12,103
"Feeley, Marc",2014,43000.0,12,81
"Feeley, Michael",2017,20000.0,3,24
"Feeley, Michael",2014,20000.0,7,888
"Feeley, Michael",2013,20000.0,12,940
"Feeley, Michael",2012,20000.0,13,919
"Feeley, Michael",2008,36300.0,17,161
"Feeley, Michael",2009,36300.0,18,974
"Feeley, Michael",2011,20000.0,17,928
"Feeley, Michael",2010,36300.0,19,1008
"Fels, Deborah",2015,28000.0,47,834
"Fels, Deborah",2016,28000.0,39,2553
"Fels, Deborah",2017,28000.0,39,2328
"Fels, Deborah",2018,28000.0,34,2263
"Fels, Deborah",2019,28000.0,35,2132
"Felty, Amy",2020,43000.0,27,208
"Felty, Amy",2022,86000.0,24,118
"Felty, Amy",2021,43000.0,28,189
"Felty, Amy",2019,43000.0,24,210
"Felty, Amy",2011,35000.0,20,362
"Felty, Amy",2012,35000.0,19,359
"Felty, Amy",2010,35000.0,20,312
"Felty, Amy",2017,43000.0,23,258
"Felty, Amy",2018,43000.0,23,253
"Felty, Amy",2013,35000.0,22,409
"Felty, Amy",2015,43000.0,23,296
"Felty, Amy",2016,43000.0,23,311
"Felty, Amy",2009,35000.0,16,346
"Felty, Amy",2014,35000.0,20,299
"Fiech, Adrian",2008,16200.0,3,1
"Fiech, Adrian",2010,16200.0,5,16
"Fiech, Adrian",2009,16200.0,2,0
"Fischmeister, Sebastian",2010,15900.0,24,275
"Fischmeister, Sebastian",2012,15900.0,36,490
"Fischmeister, Sebastian",2011,15900.0,30,415
"Fischmeister, Sebastian",2018,55000.0,93,1046
"Fischmeister, Sebastian",2017,36000.0,84,935
"Fischmeister, Sebastian",2022,110000.0,69,589
"Fischmeister, Sebastian",2020,55000.0,83,835
"Fischmeister, Sebastian",2019,55000.0,92,1088
"Fischmeister, Sebastian",2016,36000.0,79,965
"Fischmeister, Sebastian",2015,36000.0,70,952
"Fischmeister, Sebastian",2014,36000.0,61,794
"Fischmeister, Sebastian",2021,55000.0,78,713
"Fischmeister, Sebastian",2013,36000.0,41,510
"Fischmeister, Sebastian",2008,15900.0,21,182
"Fischmeister, Sebastian",2009,15900.0,21,171
"Fiume, Eugene",2011,50000.0,35,540
"Fiume, Eugene",2010,50000.0,33,534
"Fiume, Eugene",2016,54000.0,23,379
"Fiume, Eugene",2014,54000.0,23,364
"Fiume, Eugene",2015,54000.0,21,330
"Fiume, Eugene",2013,50000.0,30,372
"Fiume, Eugene",2012,50000.0,29,184
"Fiume, Eugene",2009,50000.0,35,756
"Fiume, Eugene",2018,54000.0,26,427
"Fiume, Eugene",2017,54000.0,24,413
"Fleet, David",2020,55000.0,40,3638
"Fleet, David",2023,55000.0,51,17040
"Fleet, David",2021,55000.0,41,3902
"Fleet, David",2022,55000.0,39,7957
"Fokaefs, Marios",2018,23000.0,26,365
"Fokaefs, Marios",2019,23000.0,28,289
"Fokaefs, Marios",2021,23000.0,27,333
"Fokaefs, Marios",2020,23000.0,29,356
"Fokaefs, Marios",2022,23000.0,24,320
"Fokaefs, Marios",2023,46000.0,17,226
"Fong, Philip",2008,25700.0,11,220
"Fong, Philip",2013,25700.0,22,934
"Fong, Philip",2010,25700.0,18,522
"Fong, Philip",2009,25700.0,13,227
"Fournier, René",2008,46936.0,11,251
"FournierViger, Philippe",2013,20000.0,40,1051
"FournierViger, Philippe",2014,20000.0,46,1340
"FournierViger, Philippe",2015,18953.0,52,2734
"Franks, Greg",2010,20000.0,4,347
"Franks, Greg",2009,15000.0,3,269
"Franks, Greg",2014,20000.0,14,485
"Franks, Greg",2013,20000.0,11,393
"Franks, Greg",2011,20000.0,7,322
"Franks, Greg",2012,20000.0,9,416
"Frappier, Marc",2008,24700.0,31,286
"Frappier, Marc",2023,56000.0,33,288
"Frappier, Marc",2021,28000.0,35,294
"Frappier, Marc",2016,39000.0,41,285
"Frappier, Marc",2015,39000.0,44,285
"Frappier, Marc",2014,39000.0,41,302
"Frappier, Marc",2017,39000.0,35,179
"Frappier, Marc",2022,28000.0,35,280
"Frappier, Marc",2018,39000.0,27,137
"Frappier, Marc",2019,28000.0,31,170
"Frappier, Marc",2020,28000.0,35,308
"Frasson, Claude",2013,24000.0,88,1168
"Frasson, Claude",2009,24000.0,74,821
"Frasson, Claude",2008,24000.0,63,767
"Frasson, Claude",2010,24000.0,76,812
"Frasson, Claude",2012,24000.0,78,959
"Frasson, Claude",2011,24000.0,80,913
"FroeseFischer, Charlotte",2017,23000.0,43,864
"FroeseFischer, Charlotte",2019,23000.0,42,992
"FroeseFischer, Charlotte",2021,46000.0,43,663
"FroeseFischer, Charlotte",2020,23000.0,50,782
"FroeseFischer, Charlotte",2018,23000.0,45,1031
"Frost, Richard",2016,22000.0,0,0
"Frost, Richard",2021,22000.0,0,0
"Frost, Richard",2020,22000.0,0,0
"Frost, Richard",2019,22000.0,0,0
"Frost, Richard",2018,22000.0,0,0
"Frost, Richard",2017,22000.0,0,0
"Fuks, Henryk",2018,11000.0,12,94
"Fuks, Henryk",2017,11000.0,15,59
"Fuks, Henryk",2016,11000.0,17,88
"Fuks, Henryk",2015,11000.0,18,92
"Fuks, Henryk",2021,11000.0,9,69
"Fuks, Henryk",2022,11000.0,7,62
"Furukawa, Yasutaka",2018,48000.0,23,1968
"Furukawa, Yasutaka",2019,48000.0,26,2319
"Furukawa, Yasutaka",2020,48000.0,30,2772
"Furukawa, Yasutaka",2023,46000.0,40,2185
"Furukawa, Yasutaka",2022,48000.0,36,2102
"Furukawa, Yasutaka",2021,48000.0,29,2671
"Gabora, Liane",2016,21000.0,93,1960
"Gabora, Liane",2012,21000.0,39,1177
"Gabora, Liane",2014,21000.0,77,2035
"Gabora, Liane",2013,21000.0,47,1584
"Gabora, Liane",2015,21000.0,88,2116
"Gad, Emad",2023,28000.0,125,1282
"Gad, Emad",2020,28000.0,154,1357
"Gad, Emad",2022,28000.0,143,1408
"Gad, Emad",2021,28000.0,144,1347
"Ganesh, Vijay",2017,25000.0,0,0
"Ganesh, Vijay",2018,25000.0,0,0
"Ganesh, Vijay",2019,25000.0,0,0
"Ganesh, Vijay",2022,81000.0,162,1037
"Ganesh, Vijay",2023,41000.0,351,2080
"Ganesh, Vijay",2013,25000.0,0,0
"Ganesh, Vijay",2016,25000.0,0,0
"Ganesh, Vijay",2020,41000.0,0,0
"Ganesh, Vijay",2014,25000.0,0,0
"Ganesh, Vijay",2021,41000.0,39,168
"Ganesh, Vijay",2015,25000.0,0,0
"Fokaefs, Marios",2023,46000.0,17,226
"Fong, Philip",2008,25700.0,11,220
"Fong, Philip",2013,25700.0,22,934
"Fong, Philip",2010,25700.0,18,522
"Fong, Philip",2009,25700.0,13,227
"Fournier, René",2008,46936.0,11,251
"FournierViger, Philippe",2013,20000.0,40,1051
"FournierViger, Philippe",2014,20000.0,46,1340
"FournierViger, Philippe",2015,18953.0,52,2734
"Franks, Greg",2010,20000.0,4,347
"Franks, Greg",2009,15000.0,3,269
"Franks, Greg",2014,20000.0,14,485
"Franks, Greg",2013,20000.0,11,393
"Franks, Greg",2011,20000.0,7,322
"Franks, Greg",2012,20000.0,9,416
"Frappier, Marc",2008,24700.0,31,286
"Frappier, Marc",2023,56000.0,33,288
"Frappier, Marc",2021,28000.0,35,294
"Frappier, Marc",2016,39000.0,41,285
"Frappier, Marc",2015,39000.0,44,285
"Frappier, Marc",2014,39000.0,41,302
"Frappier, Marc",2017,39000.0,35,179
"Frappier, Marc",2022,28000.0,35,280
"Frappier, Marc",2018,39000.0,27,137
"Frappier, Marc",2019,28000.0,31,170
"Frappier, Marc",2020,28000.0,35,308
"Frasson, Claude",2013,24000.0,88,1168
"Frasson, Claude",2009,24000.0,74,821
"Frasson, Claude",2008,24000.0,63,767
"Frasson, Claude",2010,24000.0,76,812
"Frasson, Claude",2012,24000.0,78,959
"Frasson, Claude",2011,24000.0,80,913
"FroeseFischer, Charlotte",2017,23000.0,43,864
"FroeseFischer, Charlotte",2019,23000.0,42,992
"FroeseFischer, Charlotte",2021,46000.0,43,663
"FroeseFischer, Charlotte",2020,23000.0,50,782
"FroeseFischer, Charlotte",2018,23000.0,45,1031
"Frost, Richard",2016,22000.0,0,0
"Frost, Richard",2021,22000.0,0,0
"Frost, Richard",2020,22000.0,0,0
"Frost, Richard",2019,22000.0,0,0
"Frost, Richard",2018,22000.0,0,0
"Frost, Richard",2017,22000.0,0,0
"Fuks, Henryk",2018,11000.0,12,94
"Fuks, Henryk",2017,11000.0,15,59
"Fuks, Henryk",2016,11000.0,17,88
"Fuks, Henryk",2015,11000.0,18,92
"Fuks, Henryk",2021,11000.0,9,69
"Fuks, Henryk",2022,11000.0,7,62
"Furukawa, Yasutaka",2018,48000.0,23,1968
"Furukawa, Yasutaka",2019,48000.0,26,2319
"Furukawa, Yasutaka",2020,48000.0,30,2772
"Furukawa, Yasutaka",2023,46000.0,40,2185
"Furukawa, Yasutaka",2022,48000.0,36,2102
"Furukawa, Yasutaka",2021,48000.0,29,2671
"Gabora, Liane",2016,21000.0,93,1960
"Gabora, Liane",2012,21000.0,39,1177
"Gabora, Liane",2014,21000.0,77,2035
"Gabora, Liane",2013,21000.0,47,1584
"Gabora, Liane",2015,21000.0,88,2116
"Gad, Emad",2023,28000.0,125,1282
"Gad, Emad",2020,28000.0,154,1357
"Gad, Emad",2022,28000.0,143,1408
"Gad, Emad",2021,28000.0,144,1347
"Ganesh, Vijay",2017,25000.0,0,0
"Ganesh, Vijay",2018,25000.0,0,0
"Ganesh, Vijay",2019,25000.0,0,0
"Ganesh, Vijay",2022,81000.0,162,1037
"Ganesh, Vijay",2023,41000.0,351,2080
"Ganesh, Vijay",2013,25000.0,0,0
"Ganesh, Vijay",2016,25000.0,0,0
"Ganesh, Vijay",2020,41000.0,0,0
"Ganesh, Vijay",2014,25000.0,0,0
"Ganesh, Vijay",2021,41000.0,39,168
"Ganesh, Vijay",2015,25000.0,0,0
"Gardner, William",2012,15000.0,75,1233
"Garousi, Vahid",2009,15000.0,17,372
"Garousi, Vahid",2011,15000.0,43,865
"Garousi, Vahid",2010,15000.0,23,462
"Garousi, Vahid",2008,15000.0,9,194
"Gaudreault, Jonathan",2014,20000.0,18,298
"Gaudreault, Jonathan",2015,20000.0,21,335
"Gaudreault, Jonathan",2017,20000.0,22,242
"Gaudreault, Jonathan",2016,20000.0,22,279
"Gaudreault, Jonathan",2018,20000.0,28,232
"Geddes, Keith",2009,17500.0,10,197
"Geddes, Keith",2008,35000.0,12,209
"Geelen, Jim",2023,80000.0,11,46
"Germain, Pascal",2023,29000.0,22,361
"Germain, Pascal",2022,29000.0,23,642
"Germain, Pascal",2021,29000.0,21,9898
"Germain, Pascal",2020,29000.0,21,10229
"German, Daniel",2013,24000.0,60,48
"German, Daniel",2014,24000.0,68,50
"German, Daniel",2012,24000.0,53,47
"German, Daniel",2015,24000.0,78,43
"German, Daniel",2011,24000.0,46,31
"Gherbi, Abdelouahed",2017,23000.0,36,264
"Gherbi, Abdelouahed",2021,23000.0,39,475
"Gherbi, Abdelouahed",2023,41000.0,36,466
"Gherbi, Abdelouahed",2022,23000.0,40,459
"Gherbi, Abdelouahed",2019,23000.0,45,492
"Gherbi, Abdelouahed",2018,23000.0,39,357
"Gherbi, Abdelouahed",2020,23000.0,45,470
"Giesbrecht, Mark",2017,36000.0,27,200
"Giesbrecht, Mark",2014,36000.0,27,198
"Giesbrecht, Mark",2013,36000.0,28,227
"Giesbrecht, Mark",2016,36000.0,30,230
"Giesbrecht, Mark",2015,36000.0,30,243
"Gittens, Mechelle",2008,16000.0,10,136
"Glasgow, Janice",2009,41000.0,21,181
"Glasgow, Janice",2010,41000.0,24,193
"Glasgow, Janice",2008,41000.0,18,245
"Glitho, Roch",2012,28000.0,71,710
"Glitho, Roch",2015,28000.0,62,616
"Glitho, Roch",2013,28000.0,72,741
"Glitho, Roch",2014,28000.0,66,648
"Glitho, Roch",2016,28000.0,69,1012
"Godfrey, Michael",2022,82000.0,20,607
"Godfrey, Michael",2021,41000.0,23,758
"Godfrey, Michael",2018,41000.0,53,1672
"Godfrey, Michael",2019,41000.0,41,1441
"Godfrey, Michael",2020,41000.0,33,1030
"Godfrey, Parke",2017,24000.0,23,486
"Godfrey, Parke",2019,24000.0,23,422
"Godfrey, Parke",2018,24000.0,26,476
"Godfrey, Parke",2016,24000.0,18,289
"Godfrey, Parke",2015,24000.0,14,237
"Godfrey, Parke",2014,24000.0,12,197
"Godfrey, Parke",2012,24000.0,7,257
"Godfrey, Parke",2011,24000.0,9,819
"Godfrey, Parke",2009,24000.0,11,1762
"Godfrey, Parke",2010,24000.0,11,955
"Godin, Robert",2012,29000.0,4,274
"Godin, Robert",2010,29000.0,2,70
"Godin, Robert",2009,29000.0,2,70
"Godin, Robert",2008,29000.0,2,70
"Goebel, Randolph",2015,18000.0,67,1104
"Goebel, Randolph",2019,22000.0,65,892
"Goebel, Randolph",2018,22000.0,64,673
"Goebel, Randolph",2017,22000.0,60,668
"Goebel, Randy",2020,22000.0,65,886
"Goebel, Randy",2021,44000.0,74,979
"Goel, Ashvin",2010,27000.0,18,1225
"Goel, Ashvin",2008,27000.0,25,1406
"Goel, Ashvin",2011,27000.0,19,1065
"Goel, Ashvin",2021,34000.0,15,208
"Goel, Ashvin",2019,34000.0,20,250
"Goel, Ashvin",2020,34000.0,17,219
"Goel, Ashvin",2018,34000.0,22,352
"Goel, Ashvin",2009,27000.0,21,1259
"Goel, Ashvin",2017,34000.0,22,348
"Goffin, JeanLouis",2012,35000.0,4,193
"Goffin, JeanLouis",2008,35000.0,10,380
"Goffin, JeanLouis",2010,35000.0,9,325
"Golab, Wojciech",2020,34000.0,41,478
"Golab, Wojciech",2019,34000.0,34,495
"Golab, Wojciech",2023,34000.0,42,205
"Golab, Wojciech",2022,34000.0,44,345
"Golab, Wojciech",2018,25000.0,30,579
"Golab, Wojciech",2017,25000.0,28,732
"Golab, Wojciech",2021,34000.0,43,441
"Golab, Wojciech",2014,25000.0,16,449
"Golab, Wojciech",2015,25000.0,15,458
"Golab, Wojciech",2016,25000.0,22,591
"Golab, Wojciech",2013,25000.0,14,414
"Goldberg, Ian",2009,24500.0,12,823
"Goldberg, Ian",2008,24500.0,12,925
"Goldberg, Ian",2021,100000.0,44,1779
"Goldberg, Ian",2018,50000.0,52,3556
"Goldberg, Ian",2017,50000.0,56,3778
"Goldberg, Ian",2020,50000.0,43,2343
"Goldberg, Ian",2023,59000.0,34,949
"Goldberg, Ian",2019,50000.0,48,2839
"Goldberg, Ian",2011,24500.0,32,2026
"Goldberg, Ian",2010,24500.0,19,1096
"Gondra, Iker",2011,19000.0,14,342
"Gondra, Iker",2012,19000.0,15,359
"Gondra, Iker",2010,19000.0,16,378
"Gondra, Iker",2009,19000.0,19,421
"Gondra, Iker",2014,19000.0,23,391
"Gong, Minglun",2011,20000.0,62,1865
"Gong, Minglun",2009,20000.0,47,1518
"Gong, Minglun",2010,20000.0,53,1698
"Gong, Minglun",2008,20000.0,40,1275
"Gooch, Amy",2011,18000.0,35,1154
"Gooch, Amy",2009,18000.0,23,1917
"Gooch, Amy",2010,18000.0,30,1833
"Gooch, Amy",2012,17000.0,31,718
"Gooch, Amy",2008,18000.0,24,1940
"Gooch, Amy",2014,17000.0,25,546
"Gooch, Amy",2013,17000.0,30,717
"Goodwin, Scott",2008,24000.0,12,1900
"Gorniak, Peter",2014,20000.0,2,207
"Gorniak, Peter",2017,20000.0,2,255
"Gorniak, Peter",2015,20000.0,2,207
"Gorniak, Peter",2016,20000.0,1,206
"Goswami, Dhrubajyoti",2021,23000.0,9,45
"Goswami, Dhrubajyoti",2022,23000.0,10,41
"Goswami, Dhrubajyoti",2020,23000.0,9,37
"Goswami, Dhrubajyoti",2023,23000.0,9,27
"Goswami, Dhrubajyoti",2018,23000.0,12,43
"Goswami, Dhrubajyoti",2019,23000.0,9,34
"Goswami, Dhrubajyoti",2014,24000.0,7,22
"Goswami, Dhrubajyoti",2015,24000.0,8,25
"Goswami, Dhrubajyoti",2012,24000.0,7,55
"Goswami, Dhrubajyoti",2013,24000.0,8,43
"Goswami, Dhrubajyoti",2009,17200.0,19,128
"Goswami, Dhrubajyoti",2010,17200.0,21,138
"Goswami, Dhrubajyoti",2011,24000.0,13,89
"Goswami, Dhrubajyoti",2008,17200.0,21,196
"Goubran, Maged",2021,24000.0,46,1639
"Goubran, Maged",2022,24000.0,51,1384
"Goubran, Maged",2023,24000.0,67,1276
"Graham, Nicholas",2014,22000.0,72,11738
"Graham, Nicholas",2013,22000.0,64,10777
"Graham, Nicholas",2015,22000.0,82,11390
"Graham, Nicholas",2016,22000.0,82,11107
"Graham, Nicholas",2009,30000.0,28,5967
"Graham, Nicholas",2008,30000.0,18,4059
"Graham, Nicholas",2010,30000.0,35,6592
"Grant, Kevin",2010,15000.0,37,886
"Grant, Kevin",2011,15000.0,36,826
"Grant, Kevin",2012,15000.0,40,1153
"Grant, Kevin",2009,15000.0,38,739
"Grant, Kevin",2008,15000.0,39,238
"Granville, Andrew",2012,56000.0,46,1121
"Granville, Andrew",2013,56000.0,39,856
"Granville, Andrew",2015,56000.0,23,264
"Granville, Andrew",2016,56000.0,26,280
"Granville, Andrew",2021,57000.0,32,268
"Granville, Andrew",2022,57000.0,33,223
"Granville, Andrew",2020,57000.0,33,338
"Granville, Andrew",2019,57000.0,33,331
"Granville, Andrew",2018,57000.0,36,358
"Granville, Andrew",2017,56000.0,23,252
"Granville, Andrew",2011,56000.0,51,1328
"Granville, Andrew",2014,56000.0,28,518
"Green, Mark",2012,14000.0,58,1585
"Green, Mark",2009,29000.0,49,1524
"Green, Mark",2010,29000.0,53,1245
"Green, Mark",2008,29000.0,52,1361
"Green, Mark",2015,14000.0,65,1702
"Green, Mark",2013,14000.0,65,1993
"Green, Mark",2011,14000.0,53,1604
"Green, Mark",2014,14000.0,66,1838
"Greenspan, Michael",2019,23000.0,15,233
"Greenspan, Michael",2018,23000.0,20,440
"Greenspan, Michael",2022,46000.0,23,185
"Greenspan, Michael",2020,23000.0,10,189
"Greenspan, Michael",2021,23000.0,18,182
"Greenstreet, Mark",2014,32000.0,28,332
"Greenstreet, Mark",2015,32000.0,23,195
"Greenstreet, Mark",2016,32000.0,19,85
"Greenstreet, Mark",2018,32000.0,14,62
"Greenstreet, Mark",2017,32000.0,17,79
"Grewal, Gary",2008,14000.0,21,74
"Grinspun, Eitan",2023,74000.0,33,891
"Grinspun, Eitan",2021,74000.0,46,1571
"Grinspun, Eitan",2022,99000.0,40,1187
"Grosse, Roger",2022,62000.0,84,7119
"Grosse, Roger",2021,31000.0,75,9315
"Grosse, Roger",2018,31000.0,25,5501
"Grosse, Roger",2020,31000.0,61,8676
"Grosse, Roger",2019,31000.0,46,8026
"Grosse, Roger",2017,31000.0,18,4424
"Gruninger, Michael",2009,19000.0,21,330
"Gruninger, Michael",2013,19000.0,20,261
"Gruninger, Michael",2008,19000.0,22,957
"Gruninger, Michael",2012,19000.0,16,231
"Gruninger, Michael",2011,19000.0,21,286
"Gruninger, Michael",2010,19000.0,24,330
"Gruson, Adrien",2023,25000.0,20,260
"Gruson, Adrien",2022,25000.0,20,284
"Gsponer, Joerg",2019,35000.0,11,2396
"Gsponer, Joerg",2018,35000.0,9,2423
"Gsponer, Joerg",2016,35000.0,6,2373
"Gsponer, Joerg",2017,35000.0,7,2394
"Gsponer, Joerg",2015,35000.0,7,2439
"Gu, Qianping",2012,28000.0,0,0
"Gu, Qianping",2016,28000.0,10,34
"Gu, Qianping",2015,28000.0,9,34
"Gu, Qianping",2014,28000.0,5,17
"Gu, Qianping",2013,28000.0,1,3
"Guan, Ling",2010,50000.0,121,1865
"Guan, Ling",2011,50000.0,121,1515
"Guan, Ling",2012,50000.0,127,1611
"Guan, Ling",2014,50000.0,127,2783
"Guan, Ling",2013,50000.0,124,2642
"Guéhéneuc, Yann-Gaël",2023,48000.0,88,1468
"Guéhéneuc, YannGaël",2020,48000.0,103,1963
"Guéhéneuc, YannGaël",2022,48000.0,93,1631
"Guéhéneuc, YannGaël",2021,48000.0,103,1981
"Guéhéneuc, YannGaël",2018,48000.0,111,3040
"Guéhéneuc, YannGaël",2019,48000.0,105,2159
"Guéhéneuc, YannGaël",2008,26000.0,55,2084
"Guéhéneuc, YannGaël",2009,26000.0,63,3139
"Guéhéneuc, YannGaël",2016,34000.0,117,4944
"Guéhéneuc, YannGaël",2015,34000.0,112,5308
"Guéhéneuc, YannGaël",2013,34000.0,107,6100
"Guéhéneuc, YannGaël",2012,34000.0,96,5610
"Guéhéneuc, YannGaël",2014,34000.0,109,6016
"Guéhéneuc, YannGaël",2017,34000.0,113,3626
"Guéhéneuc, YannGaël",2011,26000.0,87,5144
"Guéhéneuc, YannGaël",2010,26000.0,74,4026
"Guo, Jin",2023,39000.0,302,10170
"Guo, Jin",2021,39000.0,295,11590
"Guo, Jin",2022,39000.0,296,11299
"Guo, Jin",2020,39000.0,254,10636
"Gurfinkel, Arie",2017,34000.0,62,2237
"Gurfinkel, Arie",2018,34000.0,62,2224
"Gurfinkel, Arie",2019,34000.0,56,1921
"Gurfinkel, Arie",2020,34000.0,57,1916
"Gurfinkel, Arie",2021,68000.0,48,1412
"Gutwin, Carl",2010,34000.0,93,4367
"Gutwin, Carl",2015,52000.0,107,3585
"Gutwin, Carl",2016,52000.0,103,3389
"Gutwin, Carl",2012,52000.0,107,4308
"Gutwin, Carl",2013,52000.0,103,4052
"Gutwin, Carl",2014,52000.0,101,3914
"Gutwin, Carl",2009,34000.0,94,4862
"Gutwin, Carl",2008,34000.0,87,5876
"Gutwin, Carl",2011,34000.0,98,4014
"Guzdial, Matthew",2021,29000.0,37,1035
"Guzdial, Matthew",2020,29000.0,28,946
"Guzdial, Matthew",2023,29000.0,66,1178
"Guzdial, Matthew",2022,29000.0,55,1208
"Habibi LAshkari, Arash",2023,29000.0,56,6349
"HabibiLAshkari, Arash",2021,29000.0,33,7218
"HabibiLAshkari, Arash",2022,29000.0,53,7374
"HabibiLashkari, arash",2020,29000.0,31,6890
"Hachisuka, Toshiya",2022,48000.0,32,720
"Hachisuka, Toshiya",2020,48000.0,30,879
"Hachisuka, Toshiya",2021,48000.0,32,722
"Hachisuka, Toshiya",2023,48000.0,36,720
"Hallé, Sylvain",2011,25000.0,34,418
"Hallé, Sylvain",2012,25000.0,35,415
"Hallé, Sylvain",2013,25000.0,43,621
"Hallé, Sylvain",2015,25000.0,54,632
"Hallé, Sylvain",2014,25000.0,50,631
"Hamilton, Howard",2008,26000.0,50,3277
"Hamilton, Howard",2015,26000.0,24,185
"Hamilton, Howard",2016,26000.0,23,137
"Hamilton, Howard",2017,26000.0,26,108
"Hamilton, Howard",2018,26000.0,29,110
"Hamilton, Howard",2019,28000.0,22,75
"Hamilton, Howard",2023,28000.0,21,82
"Hamilton, Howard",2022,28000.0,24,85
"Hamilton, Howard",2021,28000.0,20,60
"Hamilton, Howard",2020,28000.0,23,72
"Hamilton, Howard",2014,26000.0,22,178
"Hamilton, Matthew",2023,36000.0,51,1032
"Hamou-Lhadj, Abdelwahab",2023,46000.0,49,769
"HamouLhadj, Abdelwahab",2020,23000.0,69,913
"HamouLhadj, Abdelwahab",2022,23000.0,55,885
"HamouLhadj, Abdelwahab",2021,23000.0,67,960
"HamouLhadj, Abdelwahab",2016,14000.0,69,757
"HamouLhadj, Abdelwahab",2018,23000.0,65,874
"HamouLhadj, Abdelwahab",2019,23000.0,68,911
"HamouLhadj, Abdelwahab",2017,23000.0,67,798
"HamouLhadj, Abdelwahab",2012,14000.0,70,943
"HamouLhadj, Abdelwahab",2014,14000.0,71,911
"HamouLhadj, Abdelwahab",2015,14000.0,64,860
"HamouLhadj, Abdelwahab",2013,14000.0,71,814
"Hancock, Mark",2023,31000.0,111,7356
"Hancock, Mark",2019,31000.0,96,8631
"Hancock, Mark",2020,31000.0,107,8619
"Hancock, Mark",2018,31000.0,92,4059
"Hancock, Mark",2017,31000.0,84,4129
"Hancock, Mark",2021,62000.0,109,8244
"Hancock, Mark",2016,31000.0,86,4641
"Hare, Warren",2023,59000.0,38,1015
"Harvey, Nicholas",2016,38000.0,136,4894
"Harvey, Nicholas",2018,38000.0,228,10281
"Harvey, Nicholas",2019,38000.0,268,11821
"Harvey, Nicholas",2017,38000.0,176,6703
"Harvey, Nicholas",2021,76000.0,275,12919
"Hassan, Ahmed",2013,35000.0,127,6383
"Hassan, Ahmed",2009,35000.0,68,2671
"Hassan, Ahmed",2012,35000.0,120,5589
"Hassan, Ahmed",2010,35000.0,86,4195
"Hassan, Ahmed",2011,35000.0,105,5122
"Hassan, Ahmed",2008,20000.0,53,2014
"Hassan, Safwat",2023,24000.0,20,379
"Hassan, Safwat",2022,24000.0,17,351
"Hassan, Safwat",2021,24000.0,13,263
"He, Housheng",2020,35000.0,55,4589
"He, Housheng",2021,35000.0,68,5117
"He, Housheng",2018,35000.0,50,3643
"He, Housheng",2017,35000.0,44,3644
"He, Housheng",2019,35000.0,45,3855
"He, Housheng",2016,35000.0,39,4256
"He, Housheng",2015,35000.0,33,3653
"He, Meng",2016,22000.0,65,3525
"He, Meng",2014,22000.0,69,3527
"He, Meng",2012,22000.0,62,3225
"He, Meng",2015,22000.0,69,3915
"He, Meng",2013,22000.0,69,3935
"He, Meng",2022,56000.0,74,3628
"He, Meng",2021,28000.0,61,3216
"He, Meng",2018,28000.0,53,2641
"He, Meng",2019,28000.0,49,2246
"He, Meng",2017,22000.0,62,3324
"He, Meng",2020,28000.0,50,3159
"Hehner, Eric",2010,26100.0,10,163
"Hehner, Eric",2009,26100.0,11,161
"Hehner, Eric",2012,26100.0,9,166
"Hehner, Eric",2011,26100.0,8,152
"Hehner, Eric",2008,26100.0,11,163
"HEMMATI, HADI",2023,35000.0,31,509
"Hemmati, Hadi",2015,25000.0,22,1601
"Hemmati, Hadi",2014,25000.0,20,1410
"Hemmati, Hadi",2020,35000.0,25,797
"Hemmati, Hadi",2021,35000.0,24,610
"Hemmati, Hadi",2018,25000.0,29,1414
"Hemmati, Hadi",2019,25000.0,29,1344
"Hemmati, Hadi",2022,35000.0,25,486
"Hemmati, Hadi",2016,25000.0,28,1914
"Hemmati, Hadi",2017,25000.0,24,1240
"Hendijani Fard, Fatemeh",2023,23000.0,21,164
"HendijaniFard, Fatemeh",2022,23000.0,17,141
"HendijaniFard, Fatemeh",2021,23000.0,11,65
"HendijaniFard, Fatemeh",2020,23000.0,9,41
"HendijaniFard, Fatemeh",2019,23000.0,13,59
"Hendren, Laurie",2019,50000.0,43,363
"Hendren, Laurie",2017,50000.0,44,835
"Hendren, Laurie",2018,50000.0,44,419
"Hendren, Laurie",2015,50000.0,43,2263
"Hendren, Laurie",2012,43000.0,43,3059
"Hendren, Laurie",2014,43000.0,43,2620
"Hendren, Laurie",2013,43000.0,45,2907
"Hendren, Laurie",2016,50000.0,45,2256
"Hendren, Laurie",2010,43000.0,47,2632
"Hendren, Laurie",2011,43000.0,45,3816
"Hengartner, Urs",2016,26000.0,31,1253
"Hengartner, Urs",2015,26000.0,31,1266
"Hengartner, Urs",2014,26000.0,28,1233
"Hengartner, Urs",2017,26000.0,31,965
"Hengartner, Urs",2019,26000.0,26,752
"Hernandez-Castillo, Carlos",2023,29000.0,83,26
"HernandezCastillo, Carlos",2022,29000.0,104,32
"Hertzmann, Aaron",2008,33000.0,43,5486
"Hertzmann, Aaron",2011,60000.0,37,5913
"Hertzmann, Aaron",2010,33000.0,37,5460
"Hertzmann, Aaron",2009,33000.0,40,5819
"Hertzmann, Aaron",2014,60000.0,30,4448
